60
6.022314865485215E-4,	0.024089259461940855,	0.4817851892388171,	0.05
0.003631108481163639,	0.06057753989230235,	0.7297656086072298,	0.05
0.010444514036227797,	0.13626811110128317,	1.5138114241796163,	0.05
0.02255183764552116,	0.24214647218586724,	2.117567221691681,	0.05
0.04145553509535201,	0.37807394899661706,	2.7185495362149963,	0.05
0.06864633859286398,	0.5438160699502393,	3.3148424190724457,	0.05
0.10559673408766737,	0.7390079098960678,	3.903836798916569,	0.05
0.15375223896737622,	0.9631100975941771,	4.482043753962186,	0.05
0.2145199002278217,	1.215353225208909,	5.044862552294638,	0.05
0.2892533950963283,	1.4946698973701318,	5.586333443224456,	0.05
0.3792342234851919,	1.7996165677772724,	6.098933408142813,	0.05
0.4856488143548423,	2.128291817393007,	6.5735049923146915,	0.05
0.6095619898758022,	2.4782635104191986,	6.9994338605238315,	0.05
0.7518881297406204,	2.8465227972963634,	7.365185737543296,	0.05
0.9126493837018134,	3.2152250792238606,	7.374045638549944,	0.05
1.091003733241794,	3.567086990799609,	7.037238231514964,	0.05
1.2853016495792495,	3.8859583267491105,	6.3774267189900335,	0.05
1.4931694968514337,	4.157356945443682,	5.427972373891423,	0.05
1.7122739672258893,	4.38208940748911,	4.494649240908561,	0.05
1.9403542998969776,	4.561606653421766,	3.5903449186531233,	0.05
2.1752401939753323,	4.697717881567092,	2.7222245629065256,	0.05
2.414855321762286,	4.792302555739068,	1.891693483439525,	0.05
2.657210417970137,	4.847101924157018,	1.0959873683589905,	0.05
2.9003929881534023,	4.863651403665313,	0.33098959016589546,	0.05
3.142562617711303,	4.843392591158014,	-0.4051762501459777,	0.05
3.381961918134297,	4.787986008459887,	-1.108131653962534,	0.05
3.616953234026722,	4.699826317848499,	-1.7631938122277546,	0.05
3.8460892004057015,	4.582719327579585,	-2.3421398053782916,	0.05
4.068218509941575,	4.442586190717471,	-2.802662737242283,	0.05
4.282339942227438,	4.282428645717251,	-3.203150900004399,	0.05
4.488026648112652,	4.1137341177042925,	-3.373890560259163,	0.05
4.776810840450321,	5.775683846753388,	33.23899458098191,	0.05
5.144190633948534,	7.347595869964244,	31.438240464217113,	0.05
5.459200475097045,	6.300196822970234,	-20.9479809398802,	0.05
5.729998952824969,	5.415969554558485,	-17.68454536823498,	0.05
5.96065322445095,	4.613085432519623,	-16.057682440777246,	0.05
6.15168243058332,	3.820584122647399,	-15.850026197444471,	0.05
6.301389266734152,	2.9941367230166303,	-16.528947992615375,	0.05
6.407988672589248,	2.131988117101926,	-17.24297211829408,	0.05
6.473095611065501,	1.3021387695250588,	-16.596986951537346,	0.05
6.505467515357323,	0.647438085836441,	-13.094013673772356,	0.05
6.520650609613474,	0.3036618851230229,	-6.875524014268362,	0.05
6.5341293574356145,	0.269574956442801,	-0.6817385736044379,	0.05
6.554383126239384,	0.40507537607538063,	2.7100083926515928,	0.05
6.582457269136248,	0.5614828579372809,	3.1281496372380055,	0.05
6.615623039628618,	0.66331540984739,	2.036651038202182,	0.05
6.650525961303673,	0.6980584335011029,	0.6948604730742569,	0.05
6.684479786226218,	0.6790764984509005,	-0.37963870100404806,	0.05
6.715656257234677,	0.623529420169179,	-1.110941565634429,	0.05
6.742975329330153,	0.5463814419095221,	-1.5429595651931383,	0.05
6.765927373989744,	0.45904089319181884,	-1.746810974354065,	0.05
6.784414716710901,	0.3697468544231533,	-1.7858807753733108,	0.05
6.798629491196419,	0.28429548971035407,	-1.7090272942559848,	0.05
6.808963947292298,	0.20668912191759614,	-1.5521273558551585,	0.05
6.815945451504855,	0.13963008425112797,	-1.3411807533293634,	0.05
6.820189389583759,	0.08487876157809053,	-1.0950264534607486,	0.05
6.822365077790143,	0.04351376412767781,	-0.8272999490082544,	0.05
6.823171501533078,	0.01612847485870447,	-0.5477057853794668,	0.05
6.82332100285876,	0.0029900265136497185,	-0.262768966901095,	0.05
6.82332100285876,	0.0,	-0.05980053027299437,	0.05
