109
0.0014254385964912282,	0.05701754385964912,	1.1403508771929822,	0.05
0.007733840777139038,	0.1261680436129562,	1.3830099950661414,	0.05
0.021934926838177694,	0.28402172122077307,	3.1570735521563376,	0.05
0.047206058166982534,	0.5054226265760967,	4.428018107106473,	0.05
0.08675656088676406,	0.7910100543956305,	5.711748556390677,	0.05
0.14385029413042538,	1.1418746648732265,	7.017292209551919,	0.05
0.22024259252496226,	1.5278459678907375,	7.7194260603502185,	0.05
0.3161813534605514,	1.918775218711782,	7.818585016420889,	0.05
0.4320020681364715,	2.3164142935184024,	7.952781496132411,	0.05
0.5681485224489083,	2.7229290862487363,	8.130295854606677,	0.05
0.7252017072816551,	3.1410636966549346,	8.362692208123965,	0.05
0.9039196362077649,	3.574358578522197,	8.665897637345248,	0.05
1.1052912946509494,	4.0274331688636895,	9.061491806829851,	0.05
1.3306076321066873,	4.506326749114759,	9.577871605021393,	0.05
1.5815494231068494,	5.018835820003241,	10.250181417769628,	0.05
1.8602810404659924,	5.57463234718286,	11.11593054359238,	0.05
2.169509487369299,	6.184568938066128,	12.198731817665376,	0.05
2.5123984962334602,	6.8577801772832245,	13.464224784341923,	0.05
2.8920979977889303,	7.593990031109398,	14.724197076523478,	0.05
3.3084359477556164,	8.326758999333718,	14.65537936448639,	0.05
3.7555607208267934,	8.94249546142354,	12.31472924179645,	0.05
4.222485877102231,	9.338503125508742,	7.920153281704039,	0.05
4.694747513658878,	9.445232731132934,	2.134592112483844,	0.05
5.158886259098323,	9.282774908788909,	-3.2491564468805123,	0.05
5.6060303115124865,	8.94288104828326,	-6.797877210112979,	0.05
6.033922863860069,	8.557851046951658,	-7.7006000266320385,	0.05
6.444705961263914,	8.215661948076885,	-6.843781977495453,	0.05
6.841224929316538,	7.930379361052481,	-5.7056517404880935,	0.05
7.229814568002031,	7.771792773709867,	-3.1717317468522666,	0.05
7.628797886839998,	7.97966637675934,	4.1574720609894555,	0.05
8.042618985405651,	8.27642197131305,	5.935111891074207,	0.05
8.474083597234978,	8.629292236586531,	7.057405305469615,	0.05
8.92503974003413,	9.01912285598305,	7.7966123879303595,	0.05
9.394608063088496,	9.391366461087328,	7.444872102085576,	0.05
9.877275555180995,	9.653349841849975,	5.239667615252941,	0.05
10.362869074624598,	9.711870388872052,	1.170410940441542,	0.05
10.839884142978258,	9.540301367073209,	-3.4313804359768696,	0.05
11.29997873165696,	9.201891773574053,	-6.76819186998312,	0.05
11.739868252181415,	8.797790410489098,	-8.082027261699096,	0.05
12.160177840048258,	8.406191757336847,	-7.831973063045012,	0.05
12.563406155590672,	8.064566310848292,	-6.832508929771102,	0.05
12.95247813486862,	7.781439585558981,	-5.66253450578623,	0.05
13.330064174457647,	7.5517207917805145,	-4.594375875569323,	0.05
13.698370901389973,	7.366134538646536,	-3.7117250626795695,	0.05
14.057093236404372,	7.174446700287962,	-3.8337567671714723,	0.05
14.389041928686703,	6.638973845646629,	-10.709457092826664,	0.05
14.720607106578527,	6.631303557836481,	-0.15340575620296448,	0.05
15.05178725812027,	6.6236030308348655,	-0.15401054003230996,	0.05
15.382581173997435,	6.615878317543303,	-0.15449426583124648,	0.05
15.712987909714922,	6.608134714349736,	-0.15487206387133412,	0.05
16.043006749585697,	6.6003767974155,	-0.1551583386847355,	0.05
16.372637172735278,	6.592608462991591,	-0.15536668847817126,	0.05
16.70187882126212,	6.58483297053686,	-0.15550984909461718,	0.05
17.03073147067721,	6.577052988301811,	-0.1555996447009811,	0.05
17.359195002708276,	6.569270640621343,	-0.15564695360936298,	0.05
17.68726938053169,	6.561487556468277,	-0.15566168306131445,	0.05
18.01495462647437,	6.55370491885365,	-0.15565275229254993,	0.05
18.342250802212437,	6.545923514761356,	-0.15562808184586885,	0.05
18.66915799148081,	6.538143785367409,	-0.15559458787894442,	0.05
18.995676285296724,	6.530365876318328,	-0.15555818098162533,	0.05
19.321805769699242,	6.522589688050335,	-0.15552376535985957,	0.05
19.647546515997544,	6.51481492596604,	-0.15549524168589457,	0.05
19.972898573522755,	6.50704115050427,	-0.1554755092354121,	0.05
20.297861964877566,	6.499267827096181,	-0.1554664681617801,	0.05
20.622436683678828,	6.4914943760252735,	-0.155469021418142,	0.05
20.946622694791227,	6.483720222248011,	-0.15548307554524854,	0.05
21.270419937051685,	6.475944845209176,	-0.15550754077670703,	0.05
21.593828328488975,	6.468167828745824,	-0.15554032926702988,	0.05
21.916847774041234,	6.4603889110451895,	-0.15557835401269315,	0.05
22.2394781757812,	6.452608034799372,	-0.1556175249163516,	0.05
22.56171944565099,	6.444825397395775,	-0.15565274807194385,	0.05
22.883571520715375,	6.4370415012876725,	-0.15567792216204523,	0.05
23.2050343809309,	6.429257204310497,	-0.15568593954350618,	0.05
23.526108069426055,	6.4214737699030655,	-0.15566868814863355,	0.05
23.846792715276294,	6.413692917004751,	-0.1556170579662819,	0.05
24.167088558745586,	6.405916869385814,	-0.15552095237874042,	0.05
24.486995978948233,	6.3981484040529155,	-0.15536930665797755,	0.05
24.8065155238638,	6.390390898311369,	-0.15515011483092422,	0.05
25.125647942614865,	6.382648375021295,	-0.15485046580149486,	0.05
25.444394219880746,	6.374925545317607,	-0.15445659407374634,	0.05
25.762755612293915,	6.36722784826341,	-0.15395394108393745,	0.05
26.082514643609304,	6.395180626307809,	0.5590555608879733,	0.05
26.40937767974294,	6.537260722672694,	2.841601927297699,	0.05
26.723298888567356,	6.278424176488373,	-5.176730923686428,	0.05
27.022316222139896,	5.98034667145078,	-5.961550100751847,	0.05
27.303214653178376,	5.617968620769581,	-7.2475610136239865,	0.05
27.562944548925696,	5.194597914946417,	-8.467414116463274,	0.05
27.79897703339654,	4.72064968941686,	-9.478964510591137,	0.05
28.00977793274643,	4.216017986997798,	-10.092634048381246,	0.05
28.195398744466964,	3.712416234410661,	-10.072035051742745,	0.05
28.358259981382446,	3.2572247383096244,	-9.103829922020727,	0.05
28.502345029417775,	2.8817009607065502,	-7.510475552061484,	0.05
28.631658047653065,	2.586260364705819,	-5.908811920014623,	0.05
28.749534207226546,	2.357523191469643,	-4.574743464723525,	0.05
28.85821855027435,	2.1736868609561073,	-3.676726610270711,	0.05
28.958827899433967,	2.0121869831923345,	-3.2299975552754567,	0.05
29.051584932807664,	1.8551406674739612,	-3.140926314367465,	0.05
29.136140773250624,	1.6911168088591593,	-3.280477172296039,	0.05
29.211858459803423,	1.5143537310559976,	-3.535261556063234,	0.05
29.27801156136148,	1.323062031161127,	-3.825833997897412,	0.05
29.333903146656844,	1.1178317059072291,	-4.104606505077957,	0.05
29.378927816039248,	0.9004933876480683,	-4.346766365183217,	0.05
29.412766732641575,	0.6767783320465532,	-4.474301112030301,	0.05
29.436235740142994,	0.4693801500283987,	-4.14796364036309,	0.05
29.451129387198353,	0.29787294110720186,	-3.4301441784239373,	0.05
29.45935430023617,	0.1644982607563703,	-2.667493607016631,	0.05
29.462883640347346,	0.07058680222352127,	-1.8782291706569805,	0.05
29.46372398376715,	0.016806868396092505,	-1.0755986765485752,	0.05
29.46372398376715,	0.0,	-0.33613736792185006,	0.05
