85
6.087662337662339E-4,	0.024350649350649352,	0.487012987012987,	0.05
0.0031432541541728653,	0.050689758408132626,	0.44724379227436145,	0.05
0.008846493807415689,	0.11406479306485647,	1.1675642343840478,	0.05
0.018987781096473404,	0.2028257457811543,	1.6338718165256219,	0.05
0.03483916729910846,	0.317027724052701,	2.0990771845838916,	0.05
0.05767721828963182,	0.4567610198104673,	2.5624765708179087,	0.05
0.08878521775731246,	0.6221599893536127,	3.023188551380531,	0.05
0.1294558182704769,	0.8134120102632884,	3.4801524643552484,	0.05
0.18099414526089874,	1.030766539808437,	3.932126321192504,	0.05
0.2447213597281144,	1.274544289344313,	4.377684384857312,	0.05
0.3219786847971023,	1.5451465013797578,	4.815214957504859,	0.05
0.41413189740509615,	1.8430642521598775,	5.242919615008126,	0.05
0.5225762760576234,	2.168887573050544,	5.658816448742985,	0.05
0.648741972787457,	2.523313934596673,	6.060752219784344,	0.05
0.7934524593552194,	2.8942097313552466,	6.218332349851714,	0.05
0.9569163653478159,	3.269278119851931,	6.134818387199941,	0.05
1.139367439179858,	3.6490214766408426,	6.041230025979019,	0.05
1.3410629676835164,	4.033910570073167,	5.938190296231198,	0.05
1.562280941274395,	4.424359471817573,	5.826822092619359,	0.05
1.8033153171196386,	4.820687516904869,	5.709007519992539,	0.05
2.0644685273124797,	5.223064203856823,	5.587730045056318,	0.05
2.3460401894291,	5.6314332423324025,	5.467493530867493,	0.05
2.6499384033457054,	6.077964278332111,	4.138345840208526,	0.05
2.9906285376347213,	6.813802685780315,	-2.480179847810575,	0.05
3.3521440391111685,	7.230310029528946,	2.863058783416843,	0.05
3.73331205565609,	7.623360330898435,	2.356760636802946,	0.05
4.132497293416019,	7.983704755198584,	2.0360589798756834,	0.05
4.547441142354976,	8.298876978779134,	1.965893211376848,	0.05
4.9751850434056335,	8.554878021013144,	2.1774108798675584,	0.05
5.412157755985129,	8.739454251589919,	2.6357434575789895,	0.05
5.854454774186125,	8.8459403640199,	3.2284609607412484,	0.05
6.298239175617635,	8.875688028630197,	3.7940304845587747,	0.05
6.740117278741929,	8.837562062485873,	4.181039884282232,	0.05
7.177358300334963,	8.744820431860688,	4.301058163652787,	0.05
7.607920098863413,	8.611235970568993,	4.143907982683999,	0.05
8.030333109527026,	8.44826021327226,	3.7565456128950814,	0.05
8.444191628038503,	8.277170370229546,	3.4299867678638485,	0.05
8.849924002246436,	8.114647484158667,	3.2567292788133884,	0.05
9.247972517180493,	7.960970298681135,	3.078124217513434,	0.05
9.638721949741901,	7.814988651228183,	2.9227704959654943,	0.05
10.022458345328994,	7.674727911741855,	2.8071166142773585,	0.05
10.39934733877125,	7.537779868845125,	2.7397663941412453,	0.05
10.76942440801202,	7.401541384815384,	2.7245409639716556,	0.05
11.132592906612224,	7.263369972004093,	2.762147495429179,	0.05
11.488628994139043,	7.120721750536367,	2.8505345950337,	0.05
11.854522901287435,	7.317878142967818,	-4.002974467673468,	0.05
12.229522901287407,	7.499999999999421,	-3.5786031817006325,	0.05
12.604522901287549,	7.5000000000028395,	6.833644761172764E-11,	0.05
12.979413969360918,	7.497821361467378,	-0.0435727707092326,	0.05
13.35347840734801,	7.481288759741833,	-0.3306520345108943,	0.05
13.725498682781295,	7.4404055086656795,	-0.8176650215232506,	0.05
14.094257263193237,	7.375171608238853,	-1.304678008536353,	0.05
14.458536616116309,	7.285587058461429,	-1.7916909955484783,	0.05
14.817119209082977,	7.171651859333368,	-2.2787039825612254,	0.05
15.168787509625712,	7.033366010854714,	-2.7657169695730843,	0.05
15.512323985276984,	6.870729513025422,	-3.2527299565858314,	0.05
15.846511103570917,	6.683742365878658,	-3.739742942935287,	0.05
16.17013133203846,	6.472404569350871,	-4.226755930555726,	0.05
16.481967138211875,	6.236716123468344,	-4.71376891765054,	0.05
16.780800989623632,	5.9766770282351445,	-5.200781904663998,	0.05
17.065415353806188,	5.69228728365113,	-5.687794891680298,	0.05
17.334592698292006,	5.383546889716371,	-6.1748078786951766,	0.05
17.587224422539805,	5.052634484955956,	-6.618248095208301,	0.05
17.822810692242072,	4.711725394045327,	-6.818181818212565,	0.05
18.041351507398808,	4.370816303134717,	-6.81818181821221,	0.05
18.24284686801001,	4.029907212224035,	-6.818181818213631,	0.05
18.42729677407568,	3.688998121313407,	-6.818181818212565,	0.05
18.594701225595816,	3.348089030402779,	-6.818181818212565,	0.05
18.745060222570423,	3.007179939492115,	-6.818181818213276,	0.05
18.8783737649995,	2.6662708485814868,	-6.818181818212565,	0.05
18.994750784809295,	2.3275403961959285,	-6.7746090477111665,	0.05
19.094908980159843,	2.0031639070110074,	-6.48752978369842,	0.05
19.18006588351868,	1.7031380671767415,	-6.000516796685318,	0.05
19.25143902735334,	1.4274628766932018,	-5.5135038096707945,	0.05
19.310245944131363,	1.1761383355605126,	-5.026490822653784,	0.05
19.357704166320293,	0.9491644437785673,	-4.539477835638905,	0.05
19.395031226387662,	0.746541201347366,	-4.052464848624027,	0.05
19.42344465680101,	0.5682686082669441,	-3.5654518616084374,	0.05
19.444161990027872,	0.4143466645372129,	-3.0784388745946245,	0.05
19.458400758535788,	0.28477537015831444,	-2.5914258875779694,	0.05
19.4673784947923,	0.17955472513019544,	-2.10441290056238,	0.05
19.472312731264935,	0.09868472945273155,	-1.6173999135492778,	0.05
19.47442100042124,	0.04216538312611817,	-1.1303869265322675,	0.05
19.47492083472875,	0.009996686150195444,	-0.6433739395184546,	0.05
19.47492083472875,	0.0,	-0.19993372300390888,	0.05
