31
0.0013438892500172643,	0.05375557000069057,	1.0751114000138113,	0.05
0.006719446250086308,	0.10751114000138086,	1.0751114000138058,	0.05
0.018814449500242067,	0.24190006500311514,	2.6877785000346854,	0.05
0.04031667750051917,	0.43004456000554203,	3.7628899000485374,	0.05
0.07391390875095213,	0.6719446250086593,	4.838001300062344,	0.05
0.1222939217515591,	0.9676002600121394,	5.913112700069602,	0.05
0.18680060575239404,	1.2901336800166987,	6.450668400091186,	0.05
0.26743396075346115,	1.6126671000213426,	6.450668400092878,	0.05
0.3641939867546507,	1.935200520023791,	6.450668400048967,	0.05
0.477080683755988,	2.2577339400267458,	6.450668400059096,	0.05
0.6047501625075005,	2.55338957503025,	5.913112700070089,	0.05
0.744514644509156,	2.7952896400331118,	4.838001300057231,	0.05
0.8936863512609232,	2.9834341350353433,	3.7628899000446303,	0.05
1.04957750426277,	3.117823060036935,	2.6877785000318344,	0.05
1.2092520288050086,	3.1934904908447725,	1.513348616156751,	0.05
1.3684299609285757,	3.1835586424713425,	-0.1986369674686017,	0.05
1.523079632882595,	3.092993439080387,	-1.8113040678191084,	0.05
1.6705132661670206,	2.94867266568851,	-2.886415467837544,	0.05
1.8080430822818057,	2.750596322295702,	-3.9615268678561577,	0.05
1.9329813027269034,	2.4987644089019545,	-5.036638267874949,	0.05
2.0428884452120046,	2.198142849702025,	-6.01243118399859,	0.05
2.1366689166968262,	1.875609429696432,	-6.450668400111859,	0.05
2.2143227171813664,	1.5530760096908036,	-6.450668400112569,	0.05
2.275849846665627,	1.2305425896852107,	-6.450668400111859,	0.05
2.321498601359345,	0.9129750938743619,	-6.351349916216975,	0.05
2.352861166722283,	0.6272513072587582,	-5.714475732312074,	0.05
2.3726253212544877,	0.39528309064409406,	-4.639364332293283,	0.05
2.3834788434560052,	0.2170704440303517,	-3.5642529322748473,	0.05
2.3881095118268836,	0.09261336741756665,	-2.489141532255701,	0.05
2.389205104867168,	0.021911860805685635,	-1.4140301322376203,	0.05
2.389205104867168,	0.0,	-0.4382372161137127,	0.05
