50
5.963991448921774E-4,	0.023855965795687096,	0.4771193159137419,	0.05
0.005750243163830679,	0.10307688037877004,	1.584418291661659,	0.05
0.017373847404144497,	0.23247208480627632,	2.587904088550126,	0.05
0.03813059328686933,	0.41513491765449667,	3.6532566569644067,	0.05
0.070793961579414,	0.6532673658508934,	4.762648963927934,	0.05
0.11830080020509759,	0.9501367725136715,	5.937388133255561,	0.05
0.1837836074576968,	1.3096561450519844,	7.1903874507662575,	0.05
0.2705287520083717,	1.7349028910134978,	8.50493491923027,	0.05
0.3817574236915993,	2.2245734336645526,	9.793410853021095,	0.05
0.5200674508871981,	2.7662005439119746,	10.832542204948439,	0.05
0.6863919472136548,	3.3264899265291348,	11.205787652343204,	0.05
0.8773250898398359,	3.818662852523623,	9.843458519889765,	0.05
1.084733883399105,	4.148175871185382,	6.590260373235175,	0.05
1.2985631652544147,	4.276585637106195,	2.5681953184162687,	0.05
1.5083680535935222,	4.19609776678215,	-1.6097574064809095,	0.05
1.7055378821065421,	3.943396570260397,	-5.054023930435054,	0.05
1.8840581374022025,	3.570405105913208,	-7.45982928694378,	0.05
2.0384608779891744,	3.0880548117394357,	-9.647005883475446,	0.05
2.161587801786833,	2.462538475953168,	-12.510326715725357,	0.05
2.243152677100274,	1.6312975062688162,	-16.624819393687034,	0.05
2.2715362770865144,	0.5676719997248135,	-21.272510130880054,	0.05
2.2983161572574202,	0.5355976034181161,	-0.6414879261339479,	0.05
2.3540269928839965,	1.1142167125315234,	11.572382182268145,	0.05
2.3686435352265054,	0.2923308468501799,	-16.43771731362687,	0.05
2.552034259403988,	3.6678144835496473,	67.50967273398935,	0.05
2.7342281595378344,	3.643878002676928,	-0.4787296174543876,	0.05
2.9140324373382818,	3.5960855560089477,	-0.9558489333596043,	0.05
3.090254294515633,	3.5244371435470256,	-1.4329682492384421,	0.05
3.261700932780106,	3.4289327652894563,	-1.910087565151386,	0.05
3.4271795538419174,	3.309572421236231,	-2.3872068810645075,	0.05
3.5854973594117965,	3.1663561113975813,	-2.8643261967729927,	0.05
3.7354615511997675,	2.999283835759421,	-3.341445512763208,	0.05
3.8758793309156743,	2.808355594318135,	-3.8185648288257212,	0.05
4.005557900269727,	2.5935713870810595,	-4.295684144741507,	0.05
4.123304460972136,	2.354931214048177,	-4.772803460657649,	0.05
4.228226427182432,	2.0984393242059163,	-5.129837796845216,	0.05
4.320027612205041,	1.8360237004521807,	-5.248312475074712,	0.05
4.398708016039961,	1.5736080766984095,	-5.248312475075423,	0.05
4.464567851136516,	1.3171967019310848,	-5.1282274953464935,	0.05
4.518503729088917,	1.0787175590480302,	-4.769582857661092,	0.05
4.561708448186956,	0.8640943819607827,	-4.292463541744951,	0.05
4.5953748067204225,	0.6733271706693245,	-3.8153442258291648,	0.05
4.620695602979108,	0.5064159251737088,	-3.338224909912313,	0.05
4.6388636352527985,	0.3633606454738114,	-2.861105593997948,	0.05
4.651071701831287,	0.24416133156977438,	-2.383986278080741,	0.05
4.658512601004363,	0.14881798346150887,	-1.90686696216531,	0.05
4.662379131061815,	0.07733060114905044,	-1.4297476462491687,	0.05
4.663864090293434,	0.029699184632381304,	-0.9526283303333827,	0.05
4.664160276989008,	0.005923733911465945,	-0.4755090144183072,	0.05
4.664160276989008,	0.0,	-0.1184746782293189,	0.05
